;simu;n_obs;mutation_rate;c;ageing;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration
146;2;3;0.1;0.5;0.1;46;101;0.4813084;219;224.198;3;0
147;2;3;0.1;0.5;0.1;47;102;0.4177215;208;224.9902;3;1
148;2;3;0.1;0.5;0.1;48;101;0.4755556;237;222.802;3;0
149;2;3;0.1;0.5;0.1;49;102;0.4924623;259;221.2157;3;1
150;2;3;0.1;0.5;0.1;50;105;0.4342105;220;224.0286;3;4
151;2;3;0.1;0.5;0.1;51;101;0.526749;193;221.8911;3;0
152;2;3;0.1;0.5;0.1;52;102;0.5754717;220;223.8431;3;1
153;2;3;0.1;0.5;0.1;53;102;0.4761905;252;224.402;3;1
154;2;3;0.1;0.5;0.1;54;101;0.5327103;210;223.8218;3;0
155;2;3;0.1;0.5;0.1;55;101;0.4429825;242;225.1881;3;0
156;2;3;0.1;0.5;0.1;56;101;0.5291262;252;221.901;3;0
157;2;3;0.1;0.5;0.1;57;105;0.4533898;223;222.6571;3;4
158;2;3;0.1;0.5;0.1;58;102;0.5336323;231;224.1176;3;1
159;2;3;0.1;0.5;0.1;59;101;0.5555556;237;223.9406;3;0
160;2;3;0.1;0.5;0.1;60;103;0.4368932;233;223.7573;3;2
161;2;3;0.1;0.5;0.1;61;103;0.4444444;217;224.3301;3;2
162;2;3;0.1;0.5;0.1;62;101;0.5282258;226;223.2574;3;0
163;2;3;0.1;0.5;0.1;63;106;0.563786;240;223.9528;3;5
164;2;3;0.1;0.5;0.1;64;104;0.5605381;236;224.1923;3;3
165;2;3;0.1;0.5;0.1;65;101;0.6063348;222;224.6436;3;0
166;2;3;0.1;0.5;0.1;66;103;0.464135;231;223.6214;3;2
167;2;3;0.1;0.5;0.1;67;101;0.4840183;220;223.2178;3;0
168;2;3;0.1;0.5;0.1;68;103;0.4182692;237;224.3883;3;2
169;2;3;0.1;0.5;0.1;69;146;0.4475806;197;224.7466;3;45
170;2;3;0.1;0.5;0.1;70;101;0.6680851;225;226.2673;3;0
171;2;3;0.1;0.5;0.1;71;103;0.3966942;207;224.2427;3;2
172;2;3;0.1;0.5;0.1;72;101;0.35;209;223.1485;3;0
173;2;3;0.1;0.5;0.1;73;119;0.4484305;205;223.5546;3;18
174;2;3;0.1;0.5;0.1;74;104;0.4561404;229;223.6923;3;3
175;2;3;0.1;0.5;0.1;75;110;0.4732143;234;223.5545;3;9
176;2;3;0.1;0.5;0.1;76;114;0.6351931;220;222.6579;3;13
177;2;3;0.1;0.5;0.1;77;119;0.5694444;237;223.8824;3;18
178;2;3;0.1;0.5;0.1;78;102;0.3491379;222;222;3;1
179;2;3;0.1;0.5;0.1;79;101;0.5422222;221;224.9406;3;0
180;2;3;0.1;0.5;0.1;80;101;0.5714286;246;225.0792;3;0
181;2;3;0.1;0.5;0.1;81;101;0.5285714;214;222.9208;3;0
182;2;3;0.1;0.5;0.1;82;101;0.5062762;238;222.4059;3;0
183;2;3;0.1;0.5;0.1;83;101;0.4196429;223;223.8713;3;0
184;2;3;0.1;0.5;0.1;84;103;0.4880952;226;225.0291;3;2
185;2;3;0.1;0.5;0.1;85;101;0.5927602;215;224.8119;3;0
186;2;3;0.1;0.5;0.1;86;104;0.55;239;224.8846;3;3
187;2;3;0.1;0.5;0.1;87;123;0.673913;222;223.7236;3;22
188;2;3;0.1;0.5;0.1;88;120;0.5296804;231;223.3667;3;19
189;2;3;0.1;0.5;0.1;89;102;0.5209302;228;224.549;3;1
190;2;3;0.1;0.5;0.1;90;101;0.5652174;229;222.3465;3;0
191;2;3;0.1;0.5;0.1;91;101;0.4279661;229;223.9505;3;0
192;2;3;0.1;0.5;0.1;92;102;0.5605381;221;224.8333;3;1
193;2;3;0.1;0.5;0.1;93;104;0.5367965;217;223.8942;3;3
194;2;3;0.1;0.5;0.1;94;103;0.5619469;214;223.8738;3;2
195;2;3;0.1;0.5;0.1;95;104;0.4215247;218;222.3654;3;3
196;2;3;0.1;0.5;0.1;96;101;0.5240385;231;223.2277;3;0
197;2;3;0.1;0.5;0.1;97;106;0.5970874;213;223.2925;3;5
198;2;3;0.1;0.5;0.1;98;106;0.439834;221;225.3396;3;5
199;2;3;0.1;0.5;0.1;99;101;0.4514563;233;224.0198;3;0
200;2;3;0.1;0.5;0.1;100;120;0.5867769;201;224.0917;3;19
