;simu;n_obs;mutation_rate;c;initial_trait_frequency;initial_pref_frequency;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration;tradition_for_trait
257;3;7;0.05;0.5;0.1;0.1;57;144;0.4455446;250;223.375;7;142;0
258;3;7;0.05;0.5;0.1;0.1;58;61;0.3290043;208;223.459;7;59;0
259;3;7;0.05;0.5;0.1;0.1;59;88;0.3721973;217;222.6364;7;86;0
260;3;7;0.05;0.5;0.1;0.1;60;107;0.3466667;200;225.3551;7;105;0
261;3;7;0.05;0.5;0.1;0.1;61;48;0.3243243;233;222.3958;7;46;0
262;3;7;0.05;0.5;0.1;0.1;62;92;0.4453441;218;222.3478;7;90;0
263;3;7;0.05;0.5;0.1;0.1;63;126;0.458498;240;224.127;7;124;0
264;3;7;0.05;0.5;0.1;0.1;64;48;0.4691943;224;224.6458;7;46;0
265;3;7;0.05;0.5;0.1;0.1;65;66;0.4417476;244;223.9394;7;64;0
266;3;7;0.05;0.5;0.1;0.1;66;74;0.4147465;224;224.4189;7;72;0
267;3;7;0.05;0.5;0.1;0.1;67;59;0.4018265;225;221.1695;7;57;0
268;3;7;0.05;0.5;0.1;0.1;68;99;0.4549356;230;222.899;7;97;0
269;3;7;0.05;0.5;0.1;0.1;69;57;0.4595745;203;223.7193;7;55;0
270;3;7;0.05;0.5;0.1;0.1;70;55;0.2948718;205;222.4545;7;53;0
271;3;7;0.05;0.5;0.1;0.1;71;105;0.4206009;218;223.6857;7;103;0
272;3;7;0.05;0.5;0.1;0.1;72;48;0.4419643;226;225.2292;7;46;0
273;3;7;0.05;0.5;0.1;0.1;73;55;0.3739496;211;225.4;7;53;0
274;3;7;0.05;0.5;0.1;0.1;74;171;0.4545455;202;223.8246;7;169;0
275;3;7;0.05;0.5;0.1;0.1;75;106;0.3972603;216;221.934;7;104;0
276;3;7;0.05;0.5;0.1;0.1;76;92;0.4220183;226;223.2065;7;90;0
277;3;7;0.05;0.5;0.1;0.1;77;51;0.4016736;242;222.9216;7;49;0
278;3;7;0.05;0.5;0.1;0.1;78;56;0.4145299;211;221.125;7;54;0
279;3;7;0.05;0.5;0.1;0.1;79;36;0.3361345;228;227.1944;7;34;0
280;3;7;0.05;0.5;0.1;0.1;80;83;0.4509804;237;225.3614;7;81;0
281;3;7;0.05;0.5;0.1;0.1;81;62;0.4803922;231;224.3226;7;60;0
282;3;7;0.05;0.5;0.1;0.1;82;62;0.450237;229;222.7742;7;60;0
283;3;7;0.05;0.5;0.1;0.1;83;45;0.4278846;238;222.4222;7;43;0
284;3;7;0.05;0.5;0.1;0.1;84;88;0.3966942;234;223.4432;7;86;0
285;3;7;0.05;0.5;0.1;0.1;85;171;0.407563;220;224.7427;7;169;0
286;3;7;0.05;0.5;0.1;0.1;86;103;0.4900398;231;225.8544;7;101;0
287;3;7;0.05;0.5;0.1;0.1;87;77;0.3521127;252;226.7403;7;75;0
288;3;7;0.05;0.5;0.1;0.1;88;88;0.3766234;213;224.5114;7;86;0
289;3;7;0.05;0.5;0.1;0.1;89;53;0.375;231;222.434;7;51;0
290;3;7;0.05;0.5;0.1;0.1;90;78;0.3070175;234;225.9744;7;76;0
291;3;7;0.05;0.5;0.1;0.1;91;45;0.4976744;220;225.4222;7;43;0
292;3;7;0.05;0.5;0.1;0.1;92;64;0.436;233;223.6875;7;62;0
293;3;7;0.05;0.5;0.1;0.1;93;65;0.4385965;206;223.5692;7;63;0
294;3;7;0.05;0.5;0.1;0.1;94;112;0.3497758;247;222.3929;7;110;0
295;3;7;0.05;0.5;0.1;0.1;95;47;0.412037;206;221.2979;7;45;0
296;3;7;0.05;0.5;0.1;0.1;96;51;0.4345992;217;224.1961;7;49;0
297;3;7;0.05;0.5;0.1;0.1;97;96;0.4734513;240;222.7812;7;94;0
298;3;7;0.05;0.5;0.1;0.1;98;74;0.3938053;234;224.5541;7;72;0
299;3;7;0.05;0.5;0.1;0.1;99;78;0.4193548;219;225.5385;7;76;0
300;3;7;0.05;0.5;0.1;0.1;100;74;0.4238095;224;224.2838;7;72;0
301;4;7;1;0.5;0.25;0.1;1;2;0.255102;220;208;7;0;0
302;4;7;1;0.5;0.25;0.1;2;4;0.454955;216;216.75;7;2;0
303;4;7;1;0.5;0.25;0.1;3;5;0.4241071;237;223;7;3;0
304;4;7;1;0.5;0.25;0.1;4;3;0.4935065;206;217.3333;7;1;0
305;4;7;1;0.5;0.25;0.1;5;3;0.4230769;220;217;7;1;0
306;4;7;1;0.5;0.25;0.1;6;2;0.2654028;225;218;7;0;0
307;4;7;1;0.5;0.25;0.1;7;6;0.4869565;243;224;7;4;0
308;4;7;1;0.5;0.25;0.1;8;7;0.4467213;212;221.7143;7;5;0
309;4;7;1;0.5;0.25;0.1;9;4;0.47;234;218.5;7;2;0
310;4;7;1;0.5;0.25;0.1;10;3;0.4868421;211;205;7;1;0
311;4;7;1;0.5;0.25;0.1;11;6;0.4767932;225;229.5;7;4;0
