;simu;n_obs;mutation_rate;c;n_steps_removed;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration
279;3;5;0.1;0.5;25;79;27;0.4769874;204;224.3704;5;1
280;3;5;0.1;0.5;25;80;26;0.4974619;214;220.2692;5;0
281;3;5;0.1;0.5;25;81;27;0.4975369;240;221.2593;5;1
282;3;5;0.1;0.5;25;82;26;0.5022624;213;219.2308;5;0
283;3;5;0.1;0.5;25;83;27;0.5248869;220;222.1111;5;1
284;3;5;0.1;0.5;25;84;27;0.508547;236;224.3704;5;1
285;3;5;0.1;0.5;25;85;28;0.4109589;247;229.1786;5;2
286;3;5;0.1;0.5;25;86;26;0.4032258;220;224.5769;5;0
287;3;5;0.1;0.5;25;87;27;0.4695652;225;225.8889;5;1
288;3;5;0.1;0.5;25;88;26;0.5274262;228;221.8846;5;0
289;3;5;0.1;0.5;25;89;26;0.4495413;227;223.1538;5;0
290;3;5;0.1;0.5;25;90;27;0.4435146;229;225.0741;5;1
291;3;5;0.1;0.5;25;91;26;0.473913;229;226.5769;5;0
292;3;5;0.1;0.5;25;92;27;0.5555556;227;227.4444;5;1
293;3;5;0.1;0.5;25;93;26;0.5775401;247;221.2692;5;0
294;3;5;0.1;0.5;25;94;26;0.5625;237;222.6538;5;0
295;3;5;0.1;0.5;25;95;27;0.5068493;216;226.037;5;1
296;3;5;0.1;0.5;25;96;28;0.45;221;224.1429;5;2
297;3;5;0.1;0.5;25;97;26;0.5416667;229;225.2308;5;0
298;3;5;0.1;0.5;25;98;26;0.4510638;210;222.0385;5;0
299;3;5;0.1;0.5;25;99;30;0.4951456;247;227.5;5;4
300;3;5;0.1;0.5;25;100;29;0.4669604;236;227.5862;5;3
301;4;7;0.1;0.5;25;1;26;0.4878049;218;221.1923;7;0
302;4;7;0.1;0.5;25;2;26;0.4886878;191;221.8077;7;0
303;4;7;0.1;0.5;25;3;29;0.4844444;229;224.4828;7;3
304;4;7;0.1;0.5;25;4;27;0.4936709;210;225.2222;7;1
305;4;7;0.1;0.5;25;5;27;0.4385965;206;226.7037;7;1
306;4;7;0.1;0.5;25;6;29;0.5590909;236;225.7241;7;3
307;4;7;0.1;0.5;25;7;27;0.5022422;207;221.8519;7;1
308;4;7;0.1;0.5;25;8;27;0.4857143;210;225.2222;7;1
309;4;7;0.1;0.5;25;9;27;0.4889868;227;217.8148;7;1
310;4;7;0.1;0.5;25;10;27;0.5486726;229;225.2222;7;1
